,epoch,batch_no,loss,global_batch
0,1,1,2.8725690841674805,0
1,1,1000,1.0827739238739014,1
2,1,2000,0.9519224166870117,2
3,1,3000,0.8017343878746033,3
4,1,4000,0.6847204566001892,4
5,1,5000,0.6645098924636841,5
6,1,6000,0.6925674676895142,6
7,1,7000,0.561665415763855,7
8,1,8000,0.6091500520706177,8
9,1,9000,0.5947204232215881,9
10,1,10000,0.6758725047111511,10
11,1,11000,0.5647987723350525,11
12,1,12000,0.587029218673706,12
13,1,13000,0.49954307079315186,13
14,1,14000,0.5158460140228271,14
15,1,15000,0.5227729678153992,15
16,1,16000,0.5519208312034607,16
17,1,17000,0.5786488056182861,17
18,1,18000,0.592857837677002,18
19,1,19000,0.5177177786827087,19
20,1,20000,0.48794496059417725,20
21,1,21000,0.5127394199371338,21
22,1,22000,0.4746173322200775,22
23,1,23000,0.498867005109787,23
24,1,24000,0.4467729926109314,24
25,1,25000,0.5050094127655029,25
26,1,26000,0.45584774017333984,26
27,1,27000,0.48322948813438416,27
28,1,28000,0.48200055956840515,28
29,1,29000,0.45381107926368713,29
30,1,30000,0.4947160482406616,30
31,1,31000,0.5011365413665771,31
32,1,32000,0.42376551032066345,32
33,1,33000,0.5081589818000793,33
34,1,34000,0.5135334134101868,34
35,1,35000,0.434128999710083,35
36,1,36000,0.4560263156890869,36
37,1,37000,0.4643954932689667,37
38,2,38000,0.4521808922290802,38
39,2,39000,0.36824023723602295,39
40,2,40000,0.433307021856308,40
41,2,41000,0.48520123958587646,41
42,2,42000,0.48786187171936035,42
43,2,43000,0.4800061881542206,43
44,2,44000,0.3282472789287567,44
45,2,45000,0.4246094822883606,45
46,2,46000,0.3923201560974121,46
47,2,47000,0.5015547275543213,47
48,2,48000,0.4862491488456726,48
49,2,49000,0.4001028537750244,49
50,2,50000,0.4037740230560303,50
51,2,51000,0.45786920189857483,51
52,2,52000,0.37186071276664734,52
53,2,53000,0.3918185532093048,53
54,2,54000,0.37274274230003357,54
55,2,55000,0.3591652512550354,55
56,2,56000,0.37491926550865173,56
57,2,57000,0.34788089990615845,57
58,2,58000,0.3532620668411255,58
59,2,59000,0.38311272859573364,59
60,2,60000,0.4758214056491852,60
61,2,61000,0.3996325135231018,61
62,2,62000,0.3273732364177704,62
63,2,63000,0.3932446837425232,63
64,2,64000,0.360508531332016,64
65,2,65000,0.4254101812839508,65
66,2,66000,0.4448471963405609,66
67,2,67000,0.3687516450881958,67
68,2,68000,0.3405691683292389,68
69,2,69000,0.49378466606140137,69
70,2,70000,0.3914544880390167,70
71,2,71000,0.27800387144088745,71
72,2,72000,0.4223620593547821,72
73,2,73000,0.34246084094047546,73
74,2,74000,0.3597419261932373,74
