,epoch,batch_no,loss,global_batch
0,1,1,2.898679733276367,0
1,1,1000,1.136074423789978,1
2,1,2000,0.8296962976455688,2
3,1,3000,0.6710451245307922,3
4,1,4000,0.6776093244552612,4
5,1,5000,0.7079642415046692,5
6,1,6000,0.5770065784454346,6
7,1,7000,0.6037026643753052,7
8,1,8000,0.6179820895195007,8
9,1,9000,0.5659489631652832,9
10,1,10000,0.6025779843330383,10
11,1,11000,0.4850616455078125,11
12,1,12000,0.5081239938735962,12
13,1,13000,0.4995602071285248,13
14,1,14000,0.4047616422176361,14
15,1,15000,0.4745819568634033,15
16,1,16000,0.40706539154052734,16
17,1,17000,0.4793311357498169,17
18,1,18000,0.41294732689857483,18
19,1,19000,0.4097743332386017,19
20,1,20000,0.3578838109970093,20
21,1,21000,0.4072223901748657,21
22,1,22000,0.48686376214027405,22
23,1,23000,0.45015203952789307,23
24,1,24000,0.4046812653541565,24
25,1,25000,0.36825576424598694,25
26,1,26000,0.3346320688724518,26
27,1,27000,0.34694620966911316,27
28,1,28000,0.36295291781425476,28
29,1,29000,0.4587841331958771,29
30,1,30000,0.2953985333442688,30
31,1,31000,0.38408249616622925,31
32,1,32000,0.2812790870666504,32
33,1,33000,0.37951141595840454,33
34,1,34000,0.369206964969635,34
35,1,35000,0.3791133463382721,35
36,1,36000,0.31843093037605286,36
37,1,37000,0.3135784864425659,37
38,2,38000,0.3281403183937073,38
39,2,39000,0.22981013357639313,39
40,2,40000,0.3333645164966583,40
41,2,41000,0.24399830400943756,41
42,2,42000,0.34335774183273315,42
43,2,43000,0.3613455891609192,43
44,2,44000,0.3385967016220093,44
45,2,45000,0.27011364698410034,45
46,2,46000,0.2783311903476715,46
47,2,47000,0.22839924693107605,47
48,2,48000,0.32761698961257935,48
49,2,49000,0.33034297823905945,49
50,2,50000,0.250845730304718,50
51,2,51000,0.31675440073013306,51
52,2,52000,0.3229171931743622,52
53,2,53000,0.3414008915424347,53
54,2,54000,0.22557584941387177,54
55,2,55000,0.2438948005437851,55
56,2,56000,0.29818087816238403,56
57,2,57000,0.21879063546657562,57
58,2,58000,0.237894207239151,58
59,2,59000,0.3206160366535187,59
60,2,60000,0.28438714146614075,60
61,2,61000,0.25886306166648865,61
62,2,62000,0.22185158729553223,62
63,2,63000,0.26355627179145813,63
64,2,64000,0.23431219160556793,64
65,2,65000,0.2795802354812622,65
66,2,66000,0.25383153557777405,66
67,2,67000,0.29950380325317383,67
68,2,68000,0.2966577112674713,68
69,2,69000,0.3530304431915283,69
70,2,70000,0.17758676409721375,70
71,2,71000,0.24874058365821838,71
72,2,72000,0.25305017828941345,72
73,2,73000,0.20861142873764038,73
74,2,74000,0.28520849347114563,74
75,3,75000,0.2719063460826874,75
76,3,76000,0.24933147430419922,76
77,3,77000,0.2327670156955719,77
78,3,78000,0.2160368263721466,78
79,3,79000,0.24449115991592407,79
80,3,80000,0.20392274856567383,80
81,3,81000,0.198489248752594,81
82,3,82000,0.20187868177890778,82
83,3,83000,0.2034507691860199,83
84,3,84000,0.206898495554924,84
85,3,85000,0.23200218379497528,85
86,3,86000,0.20489980280399323,86
87,3,87000,0.24734534323215485,87
88,3,88000,0.21921183168888092,88
89,3,89000,0.2967974543571472,89
90,3,90000,0.22375164926052094,90
91,3,91000,0.18928095698356628,91
92,3,92000,0.20180553197860718,92
93,3,93000,0.24480924010276794,93
94,3,94000,0.19913990795612335,94
95,3,95000,0.20250065624713898,95
96,3,96000,0.22787781059741974,96
97,3,97000,0.2573515772819519,97
98,3,98000,0.2370949387550354,98
99,3,99000,0.20564211905002594,99
100,3,100000,0.26201528310775757,100
101,3,101000,0.20267964899539948,101
102,3,102000,0.2135668247938156,102
103,3,103000,0.159818634390831,103
104,3,104000,0.22605372965335846,104
105,3,105000,0.13602520525455475,105
106,3,106000,0.29992759227752686,106
107,3,107000,0.20651857554912567,107
108,3,108000,0.28479596972465515,108
109,3,109000,0.23823940753936768,109
110,3,110000,0.22344715893268585,110
111,3,111000,0.22197972238063812,111
112,4,112000,0.2325233817100525,112
113,4,113000,0.23853996396064758,113
114,4,114000,0.1846560835838318,114
115,4,115000,0.18323728442192078,115
116,4,116000,0.21227610111236572,116
117,4,117000,0.22372199594974518,117
118,4,118000,0.20091532170772552,118
119,4,119000,0.25401967763900757,119
120,4,120000,0.13571640849113464,120
121,4,121000,0.19979292154312134,121
122,4,122000,0.21562989056110382,122
123,4,123000,0.18695451319217682,123
124,4,124000,0.18628773093223572,124
125,4,125000,0.29195651412010193,125
126,4,126000,0.21202093362808228,126
127,4,127000,0.2742586135864258,127
128,4,128000,0.1652318835258484,128
129,4,129000,0.1862974762916565,129
130,4,130000,0.17284749448299408,130
131,4,131000,0.2165243774652481,131
132,4,132000,0.16440723836421967,132
133,4,133000,0.22803223133087158,133
134,4,134000,0.18813158571720123,134
135,4,135000,0.16991333663463593,135
136,4,136000,0.17895883321762085,136
137,4,137000,0.187604159116745,137
138,4,138000,0.17511367797851562,138
139,4,139000,0.19884611666202545,139
140,4,140000,0.14537931978702545,140
141,4,141000,0.17208270728588104,141
142,4,142000,0.19614580273628235,142
143,4,143000,0.18841692805290222,143
144,4,144000,0.24896080791950226,144
145,4,145000,0.13785448670387268,145
146,4,146000,0.14494293928146362,146
147,4,147000,0.18129831552505493,147
148,4,148000,0.13232837617397308,148
149,5,149000,0.1705494225025177,149
150,5,150000,0.21269021928310394,150
151,5,151000,0.13184459507465363,151
152,5,152000,0.16168677806854248,152
153,5,153000,0.17001667618751526,153
154,5,154000,0.09365051984786987,154
