,epoch,batch_no,loss,global_batch
0,1,1,2.9000027179718018,0
1,1,1000,0.9040733575820923,1
2,1,2000,0.6560068130493164,2
3,1,3000,0.5655407309532166,3
4,1,4000,0.5477247834205627,4
5,1,5000,0.5420109629631042,5
6,1,6000,0.42723459005355835,6
7,1,7000,0.4001528322696686,7
8,1,8000,0.5141853094100952,8
9,1,9000,0.39646434783935547,9
10,1,10000,0.42066895961761475,10
11,1,11000,0.3540366590023041,11
12,1,12000,0.3898095190525055,12
13,1,13000,0.3505484163761139,13
14,1,14000,0.3363119065761566,14
15,1,15000,0.30399566888809204,15
16,1,16000,0.3111245036125183,16
17,1,17000,0.3160324692726135,17
18,1,18000,0.3553081452846527,18
19,2,19000,0.28086376190185547,19
20,2,20000,0.2858470380306244,20
21,2,21000,0.25726625323295593,21
22,2,22000,0.26910990476608276,22
23,2,23000,0.24576908349990845,23
24,2,24000,0.2819983959197998,24
25,2,25000,0.21090926229953766,25
26,2,26000,0.21515995264053345,26
27,2,27000,0.2137778401374817,27
28,2,28000,0.21678291261196136,28
29,2,29000,0.2209087312221527,29
30,2,30000,0.166585311293602,30
31,2,31000,0.20370011031627655,31
32,2,32000,0.2777206301689148,32
33,2,33000,0.20018452405929565,33
34,2,34000,0.19279350340366364,34
35,2,35000,0.20140424370765686,35
36,2,36000,0.19144310057163239,36
37,2,37000,0.18654881417751312,37
